# SMF observations as plotted in SAGE26 Paper I, Figure 12.
# Generated by build_paper_observations.py -- do not hand-edit.
label z log_mass log_phi err_lo err_hi
Santini+12 0.8000 8.39481 -1.78527 0.06350 0.06325
Santini+12 0.8000 8.59481 -1.85827 0.06300 0.06274
Santini+12 0.8000 8.79481 -1.85304 0.06394 0.06369
Santini+12 0.8000 8.99481 -1.98622 0.07505 0.07466
Santini+12 0.8000 9.19481 -2.14335 0.08985 0.08915
Santini+12 0.8000 9.39481 -2.20293 0.09310 0.09221
Santini+12 0.8000 9.59481 -2.30305 0.10338 0.10208
Santini+12 0.8000 9.79481 -2.37268 0.11572 0.11410
Santini+12 0.8000 9.99481 -2.37268 0.12217 0.12064
Santini+12 0.8000 10.19481 -2.55832 0.14650 0.14336
Santini+12 0.8000 10.39481 -2.58828 0.14593 0.14229
Santini+12 0.8000 10.59481 -2.58828 0.15104 0.14753
Santini+12 0.8000 10.79481 -2.62047 0.14874 0.14456
Santini+12 0.8000 10.99481 -3.25729 0.40440 0.36882
Santini+12 0.8000 11.19481 -3.13235 0.30329 0.27776
Santini+12 0.8000 11.39481 -3.43338 0.55747 0.49439
Santini+12 0.8000 11.59481 -3.73441 1.92020 1.83648
Santini+12 1.2000 8.61959 -1.50193 0.10342 0.10270
Santini+12 1.2000 8.81959 -1.95296 0.07893 0.07851
Santini+12 1.2000 9.01959 -2.10929 0.07333 0.07291
Santini+12 1.2000 9.21959 -2.23124 0.08026 0.07970
Santini+12 1.2000 9.41959 -2.35093 0.09064 0.08978
Santini+12 1.2000 9.61959 -2.33869 0.09251 0.09171
Santini+12 1.2000 9.81959 -2.49705 0.11133 0.10992
Santini+12 1.2000 10.01959 -2.61624 0.13255 0.13044
Santini+12 1.2000 10.21959 -2.57278 0.12252 0.12067
Santini+12 1.2000 10.41959 -2.71890 0.14366 0.14046
Santini+12 1.2000 10.61959 -2.94075 0.19394 0.18697
Santini+12 1.2000 10.81959 -2.78105 0.15139 0.14729
Santini+12 1.2000 11.01959 -2.99190 0.19503 0.18610
Santini+12 1.2000 11.21959 -3.41787 0.36220 0.32199
Santini+12 1.2000 11.41959 -3.89499 1.91784 1.83401
Santini+12 1.6000 8.97893 -1.62406 0.10498 0.10438
Santini+12 1.6000 9.17893 -2.13999 0.07899 0.07851
Santini+12 1.6000 9.37893 -2.38114 0.08579 0.08502
Santini+12 1.6000 9.57893 -2.55163 0.10732 0.10596
Santini+12 1.6000 9.77893 -2.62418 0.11858 0.11684
Santini+12 1.6000 9.97893 -2.76248 0.14320 0.14041
Santini+12 1.6000 10.17893 -2.66557 0.13095 0.12904
Santini+12 1.6000 10.37893 -2.68785 0.13184 0.12972
Santini+12 1.6000 10.57893 -3.12150 0.22350 0.21317
Santini+12 1.6000 10.77893 -2.92521 0.16823 0.16298
Santini+12 1.6000 10.97893 -3.06351 0.19703 0.18820
Santini+12 1.6000 11.17893 -3.66557 0.47344 0.39724
Santini+12 1.6000 11.37893 -3.96660 1.41208 1.29595
Santini+12 2.1500 9.26909 -1.65969 0.08284 0.08248
Santini+12 2.1500 9.46909 -1.87430 0.05416 0.05403
Santini+12 2.1500 9.66909 -2.34456 0.06295 0.06269
Santini+12 2.1500 9.86909 -2.51115 0.07610 0.07568
Santini+12 2.1500 10.06909 -2.76642 0.10103 0.09996
Santini+12 2.1500 10.26909 -2.75218 0.10419 0.10322
Santini+12 2.1500 10.46909 -2.94251 0.12754 0.12557
Santini+12 2.1500 10.66909 -2.96479 0.13315 0.13105
Santini+12 2.1500 10.86909 -3.03942 0.14729 0.14457
Santini+12 2.1500 11.06909 -3.34045 0.20613 0.19771
Santini+12 2.1500 11.26909 -3.94251 0.49719 0.42527
Santini+12 3.0000 9.64312 -2.52209 0.13000 0.12842
Santini+12 3.0000 9.84312 -2.51801 0.07000 0.06969
Santini+12 3.0000 10.04312 -2.75120 0.08703 0.08647
Santini+12 3.0000 10.24312 -3.09362 0.12811 0.12615
Santini+12 3.0000 10.44312 -3.35326 0.17690 0.17192
Santini+12 3.0000 10.64312 -3.39465 0.18805 0.18231
Santini+12 3.0000 10.84312 -3.61650 0.25644 0.24395
Santini+12 3.0000 11.04312 -4.09362 0.49149 0.41858
Santini+12 3.0000 11.24312 -4.39465 1.14814 1.00186
Santini+12 4.0000 9.98287 -2.75337 0.16869 0.16632
Santini+12 4.0000 10.18287 -3.13247 0.14203 0.13920
Santini+12 4.0000 10.38287 -3.45580 0.20941 0.20113
Santini+12 4.0000 10.58287 -3.88177 0.39530 0.35882
Santini+12 4.0000 10.78287 -4.05786 0.49617 0.42407
Santini+12 4.0000 10.98287 -3.88177 0.39825 0.36207
Santini+12 4.0000 11.18287 -4.05786 0.57985 0.51949
Santini+12 4.0000 11.58287 -4.35889 1.71421 1.61989
Wright+18 0.5000 8.37500 -1.80632 0.01037 0.01013
Wright+18 0.5000 8.62500 -1.87338 0.01121 0.01093
Wright+18 0.5000 8.87500 -1.97820 0.01267 0.01231
Wright+18 0.5000 9.12500 -2.11663 0.01490 0.01441
Wright+18 0.5000 9.37500 -2.21552 0.01673 0.01611
Wright+18 0.5000 9.62500 -2.33799 0.01932 0.01850
Wright+18 0.5000 9.87500 -2.42213 0.02134 0.02034
Wright+18 0.5000 10.12500 -2.53042 0.02425 0.02297
Wright+18 0.5000 10.37500 -2.58641 0.02592 0.02446
Wright+18 0.5000 10.62500 -2.61814 0.02691 0.02534
Wright+18 0.5000 10.87500 -2.90226 0.03779 0.03476
Wright+18 0.5000 11.12500 -3.28247 0.06003 0.05273
Wright+18 0.5000 11.37500 -3.83017 0.12064 0.09431
Wright+18 0.5000 11.62500 -4.75959 0.53329 0.23226
Wright+18 0.5000 7.87500 -1.62145 0.01630 0.01571
Wright+18 0.5000 8.12500 -1.62204 0.01631 0.01572
Wright+18 0.5000 8.37500 -1.72925 0.01850 0.01774
Wright+18 0.5000 8.62500 -1.87297 0.02191 0.02086
Wright+18 0.5000 8.87500 -1.92902 0.02341 0.02222
Wright+18 0.5000 9.12500 -2.07228 0.02775 0.02608
Wright+18 0.5000 9.37500 -2.19667 0.03218 0.02996
Wright+18 0.5000 9.62500 -2.18789 0.03185 0.02967
Wright+18 0.5000 9.87500 -2.23607 0.03374 0.03130
Wright+18 0.5000 10.12500 -2.31574 0.03712 0.03420
Wright+18 0.5000 10.37500 -2.48892 0.04576 0.04139
Wright+18 0.5000 10.62500 -2.82616 0.06928 0.05973
Wright+18 0.5000 10.87500 -3.09098 0.09691 0.07918
Wright+18 0.5000 11.12500 -3.88686 0.30103 0.17609
Wright+18 0.5000 11.37500 -4.01180 0.37402 0.19793
Wright+18 1.0000 9.12500 -2.36501 0.00938 0.00918
Wright+18 1.0000 9.37500 -2.41123 0.00990 0.00968
Wright+18 1.0000 9.62500 -2.51521 0.01118 0.01090
Wright+18 1.0000 9.87500 -2.58666 0.01215 0.01182
Wright+18 1.0000 10.12500 -2.66903 0.01338 0.01298
Wright+18 1.0000 10.37500 -2.67023 0.01340 0.01299
Wright+18 1.0000 10.62500 -2.71804 0.01417 0.01372
Wright+18 1.0000 10.87500 -2.84853 0.01651 0.01590
Wright+18 1.0000 11.12500 -3.23691 0.02610 0.02462
Wright+18 1.0000 11.37500 -3.97286 0.06353 0.05541
Wright+18 1.0000 11.62500 -4.92711 0.22786 0.14868
Wright+18 1.0000 11.87500 -5.70526 9.00000 0.30103
Wright+18 1.0000 8.62500 -2.04295 0.01255 0.01220
Wright+18 1.0000 8.87500 -2.02567 0.01230 0.01196
Wright+18 1.0000 9.12500 -2.07818 0.01308 0.01270
Wright+18 1.0000 9.37500 -2.18514 0.01482 0.01433
Wright+18 1.0000 9.62500 -2.35252 0.01804 0.01732
Wright+18 1.0000 9.87500 -2.45870 0.02044 0.01952
Wright+18 1.0000 10.12500 -2.53586 0.02239 0.02129
Wright+18 1.0000 10.37500 -2.75698 0.02910 0.02728
Wright+18 1.0000 10.62500 -2.83036 0.03177 0.02960
Wright+18 1.0000 10.87500 -3.08823 0.04331 0.03938
Wright+18 1.0000 11.12500 -3.23593 0.05184 0.04630
Wright+18 1.0000 11.37500 -3.77183 0.10156 0.08225
Wright+18 2.0000 9.37500 -2.48943 0.01267 0.01231
Wright+18 2.0000 9.62500 -2.51190 0.01301 0.01263
Wright+18 2.0000 9.87500 -2.67130 0.01567 0.01513
Wright+18 2.0000 10.12500 -2.75664 0.01732 0.01666
Wright+18 2.0000 10.37500 -2.95732 0.02194 0.02089
Wright+18 2.0000 10.62500 -3.09654 0.02587 0.02442
Wright+18 2.0000 10.87500 -3.35211 0.03509 0.03246
Wright+18 2.0000 11.12500 -3.65314 0.05049 0.04523
Wright+18 2.0000 11.37500 -4.08085 0.08598 0.07174
Wright+18 3.0000 9.62500 -2.75945 0.01367 0.01326
Wright+18 3.0000 9.87500 -2.76830 0.01382 0.01339
Wright+18 3.0000 10.12500 -2.91002 0.01631 0.01572
Wright+18 3.0000 10.37500 -3.13147 0.02116 0.02018
Wright+18 3.0000 10.62500 -3.32358 0.02657 0.02503
Wright+18 3.0000 10.87500 -3.67999 0.04069 0.03720
Wright+18 3.0000 11.12500 -3.98451 0.05899 0.05192
Wright+18 3.0000 11.37500 -4.27175 0.08448 0.07069
Wright+18 4.0000 9.62500 -3.25375 0.02930 0.02744
Wright+18 4.0000 9.87500 -3.30054 0.03098 0.02891
Wright+18 4.0000 10.12500 -3.46948 0.03793 0.03488
Wright+18 4.0000 10.37500 -3.75559 0.05367 0.04776
Wright+18 4.0000 10.62500 -3.91725 0.06552 0.05692
Wright+18 4.0000 10.87500 -4.26309 0.10156 0.08225
Wright+18 4.0000 11.12500 -4.51088 0.14107 0.10631
Wright+18 4.0000 11.37500 -4.77972 0.20618 0.13924
COSMOS-Web 0.3500 7.50301 -1.06413 0.07953 0.06719
COSMOS-Web 0.3500 7.75301 -1.26828 0.08244 0.06926
COSMOS-Web 0.3500 8.00301 -1.40735 0.08558 0.07146
COSMOS-Web 0.3500 8.25301 -1.54100 0.08892 0.07377
COSMOS-Web 0.3500 8.50301 -1.61233 0.09232 0.07609
COSMOS-Web 0.3500 8.75301 -1.74227 0.09603 0.07859
COSMOS-Web 0.3500 9.00301 -1.85674 0.09989 0.08116
COSMOS-Web 0.3500 9.25301 -1.97106 0.10402 0.08385
COSMOS-Web 0.3500 9.50301 -2.12837 0.10866 0.08684
COSMOS-Web 0.3500 9.75301 -2.21171 0.11318 0.08970
COSMOS-Web 0.3500 10.00301 -2.29677 0.11801 0.09270
COSMOS-Web 0.3500 10.25301 -2.36098 0.12288 0.09567
COSMOS-Web 0.3500 10.50301 -2.37141 0.12744 0.09840
COSMOS-Web 0.3500 10.75301 -2.54300 0.13402 0.10227
COSMOS-Web 0.3500 11.00301 -2.82648 0.14414 0.10803
COSMOS-Web 0.3500 11.25301 -3.38364 0.17579 0.12479
COSMOS-Web 0.3500 11.50301 -3.98570 0.27916 0.16855
COSMOS-Web 0.6500 7.62765 -1.01787 0.07985 0.06742
COSMOS-Web 0.6500 7.87765 -1.30321 0.08273 0.06946
COSMOS-Web 0.6500 8.12765 -1.48147 0.08588 0.07167
COSMOS-Web 0.6500 8.37765 -1.63116 0.08919 0.07396
COSMOS-Web 0.6500 8.62765 -1.75000 0.09265 0.07632
COSMOS-Web 0.6500 8.87765 -1.85928 0.09627 0.07875
COSMOS-Web 0.6500 9.12765 -1.98294 0.10010 0.08129
COSMOS-Web 0.6500 9.37765 -2.08546 0.10410 0.08391
COSMOS-Web 0.6500 9.62765 -2.21770 0.10840 0.08668
COSMOS-Web 0.6500 9.87765 -2.31090 0.11283 0.08948
COSMOS-Web 0.6500 10.12765 -2.40537 0.11749 0.09238
COSMOS-Web 0.6500 10.37765 -2.46783 0.12224 0.09528
COSMOS-Web 0.6500 10.62765 -2.59277 0.12761 0.09850
COSMOS-Web 0.6500 10.87765 -2.83815 0.13455 0.10258
COSMOS-Web 0.6500 11.12765 -3.20430 0.14567 0.10889
COSMOS-Web 0.6500 11.37765 -3.76574 0.17731 0.12555
COSMOS-Web 0.6500 11.62765 -4.91187 0.90181 0.27292
COSMOS-Web 0.9500 7.73219 -1.38562 0.08020 0.06767
COSMOS-Web 0.9500 7.98219 -1.56244 0.08319 0.06979
COSMOS-Web 0.9500 8.23219 -1.64339 0.08636 0.07200
COSMOS-Web 0.9500 8.48219 -1.70633 0.08968 0.07429
COSMOS-Web 0.9500 8.73219 -1.75561 0.09313 0.07664
COSMOS-Web 0.9500 8.98219 -1.85837 0.09677 0.07909
COSMOS-Web 0.9500 9.23219 -1.94000 0.10057 0.08160
COSMOS-Web 0.9500 9.48219 -2.03956 0.10458 0.08422
COSMOS-Web 0.9500 9.73219 -2.16355 0.10883 0.08695
COSMOS-Web 0.9500 9.98219 -2.25044 0.11322 0.08973
COSMOS-Web 0.9500 10.23219 -2.36361 0.11790 0.09263
COSMOS-Web 0.9500 10.48219 -2.43885 0.12272 0.09557
COSMOS-Web 0.9500 10.73219 -2.58546 0.12804 0.09876
COSMOS-Web 0.9500 10.98219 -2.91358 0.13503 0.10286
COSMOS-Web 0.9500 11.23219 -3.48653 0.14997 0.11126
COSMOS-Web 0.9500 11.48219 -4.05260 0.18847 0.13100
COSMOS-Web 1.3000 7.86187 -1.61017 0.08099 0.06824
COSMOS-Web 1.3000 8.11187 -1.77872 0.08408 0.07041
COSMOS-Web 1.3000 8.36187 -1.90304 0.08736 0.07269
COSMOS-Web 1.3000 8.61187 -1.98077 0.09076 0.07503
COSMOS-Web 1.3000 8.86187 -2.05343 0.09433 0.07745
COSMOS-Web 1.3000 9.11187 -2.15496 0.09809 0.07997
COSMOS-Web 1.3000 9.36187 -2.25935 0.10205 0.08257
COSMOS-Web 1.3000 9.61187 -2.38711 0.10625 0.08530
COSMOS-Web 1.3000 9.86187 -2.50931 0.11068 0.08812
COSMOS-Web 1.3000 10.11187 -2.62131 0.11534 0.09105
COSMOS-Web 1.3000 10.36187 -2.73482 0.12025 0.09407
COSMOS-Web 1.3000 10.61187 -2.79059 0.12519 0.09706
COSMOS-Web 1.3000 10.86187 -2.90759 0.13067 0.10031
COSMOS-Web 1.3000 11.11187 -3.25770 0.13854 0.10487
COSMOS-Web 1.3000 11.36187 -4.09544 0.17016 0.12194
COSMOS-Web 1.3000 11.61187 -5.32589 0.81103 0.26611
COSMOS-Web 1.3000 11.86187 -5.62692 0.00000 0.38817
COSMOS-Web 1.7500 8.01105 -1.60278 0.08211 0.06903
COSMOS-Web 1.7500 8.26105 -1.73614 0.08533 0.07129
COSMOS-Web 1.7500 8.51105 -1.87111 0.08873 0.07364
COSMOS-Web 1.7500 8.76105 -1.99968 0.09229 0.07607
COSMOS-Web 1.7500 9.01105 -2.12275 0.09601 0.07858
COSMOS-Web 1.7500 9.26105 -2.23487 0.09993 0.08118
COSMOS-Web 1.7500 9.51105 -2.36853 0.10406 0.08388
COSMOS-Web 1.7500 9.76105 -2.50248 0.10843 0.08670
COSMOS-Web 1.7500 10.01105 -2.66413 0.11309 0.08964
COSMOS-Web 1.7500 10.26105 -2.80239 0.11802 0.09271
COSMOS-Web 1.7500 10.51105 -2.88894 0.12307 0.09578
COSMOS-Web 1.7500 10.76105 -2.96911 0.12835 0.09895
COSMOS-Web 1.7500 11.01105 -3.27414 0.13534 0.10303
COSMOS-Web 1.7500 11.26105 -3.85660 0.15045 0.11153
COSMOS-Web 1.7500 11.51105 -4.63989 0.21496 0.14314
COSMOS-Web 2.2500 8.21306 -1.88325 0.08475 0.07088
COSMOS-Web 2.2500 8.46306 -1.98383 0.08815 0.07324
COSMOS-Web 2.2500 8.71306 -2.11054 0.09175 0.07571
COSMOS-Web 2.2500 8.96306 -2.23610 0.09554 0.07826
COSMOS-Web 2.2500 9.21306 -2.37171 0.09955 0.08093
COSMOS-Web 2.2500 9.46306 -2.50274 0.10379 0.08371
COSMOS-Web 2.2500 9.71306 -2.62146 0.10826 0.08659
COSMOS-Web 2.2500 9.96306 -2.76958 0.11306 0.08963
COSMOS-Web 2.2500 10.21306 -2.89202 0.11816 0.09279
COSMOS-Web 2.2500 10.46306 -3.04557 0.12368 0.09615
COSMOS-Web 2.2500 10.71306 -3.19728 0.12969 0.09974
COSMOS-Web 2.2500 10.96306 -3.45489 0.13728 0.10415
COSMOS-Web 2.2500 11.21306 -3.85476 0.15050 0.11156
COSMOS-Web 2.2500 11.46306 -4.60488 0.20841 0.14024
COSMOS-Web 2.2500 11.71306 -5.80900 0.00000 0.31919
COSMOS-Web 2.7500 8.34868 -2.11024 0.08741 0.07273
COSMOS-Web 2.7500 8.59868 -2.19154 0.09095 0.07516
COSMOS-Web 2.7500 8.84868 -2.32993 0.09481 0.07778
COSMOS-Web 2.7500 9.09868 -2.47201 0.09889 0.08050
COSMOS-Web 2.7500 9.34868 -2.62396 0.10326 0.08337
COSMOS-Web 2.7500 9.59868 -2.74712 0.10783 0.08631
COSMOS-Web 2.7500 9.84868 -2.85496 0.11270 0.08940
COSMOS-Web 2.7500 10.09868 -3.04707 0.11832 0.09289
COSMOS-Web 2.7500 10.34868 -3.15795 0.12421 0.09647
COSMOS-Web 2.7500 10.59868 -3.42444 0.13154 0.10082
COSMOS-Web 2.7500 10.84868 -3.58815 0.13902 0.10514
COSMOS-Web 2.7500 11.09868 -3.91617 0.15371 0.11330
COSMOS-Web 2.7500 11.34868 -4.60414 0.43317 0.21250
COSMOS-Web 3.2500 8.44235 -2.25063 0.09036 0.07476
COSMOS-Web 3.2500 8.69235 -2.32898 0.09411 0.07730
COSMOS-Web 3.2500 8.94235 -2.47859 0.09823 0.08006
COSMOS-Web 3.2500 9.19235 -2.63562 0.10265 0.08296
COSMOS-Web 3.2500 9.44235 -2.81416 0.10746 0.08607
COSMOS-Web 3.2500 9.69235 -2.92994 0.11245 0.08924
COSMOS-Web 3.2500 9.94235 -3.04671 0.11788 0.09262
COSMOS-Web 3.2500 10.19235 -3.19146 0.12395 0.09631
COSMOS-Web 3.2500 10.44235 -3.29055 0.13020 0.10003
COSMOS-Web 3.2500 10.69235 -3.51240 0.13877 0.10500
COSMOS-Web 3.2500 10.94235 -3.63433 0.14720 0.10974
COSMOS-Web 3.2500 11.19235 -4.03983 0.16803 0.12085
COSMOS-Web 3.2500 11.44235 -4.59158 0.23646 0.15224
COSMOS-Web 3.2500 11.69235 -5.49467 0.00000 0.86292
COSMOS-Web 4.0000 8.57049 -2.39723 0.09587 0.07849
COSMOS-Web 4.0000 8.82049 -2.53229 0.10012 0.08131
COSMOS-Web 4.0000 9.07049 -2.71361 0.10470 0.08429
COSMOS-Web 4.0000 9.32049 -2.90843 0.10963 0.08746
COSMOS-Web 4.0000 9.57049 -3.08924 0.11495 0.09080
COSMOS-Web 4.0000 9.82049 -3.22639 0.12059 0.09428
COSMOS-Web 4.0000 10.07049 -3.39140 0.12687 0.09807
COSMOS-Web 4.0000 10.32049 -3.52314 0.13410 0.10231
COSMOS-Web 4.0000 10.57049 -3.78619 0.14388 0.10789
COSMOS-Web 4.0000 10.82049 -4.01415 0.15763 0.11541
COSMOS-Web 4.0000 11.07049 -4.45444 0.21079 0.14130
COSMOS-Web 4.0000 11.32049 -4.81196 0.62743 0.24654
COSMOS-Web 4.0000 11.57049 -6.06723 0.00000 0.77441
COSMOS-Web 5.0000 8.62362 -2.61493 0.10576 0.08498
COSMOS-Web 5.0000 8.87362 -2.79123 0.11067 0.08812
COSMOS-Web 5.0000 9.12362 -2.93227 0.11606 0.09149
COSMOS-Web 5.0000 9.37362 -3.15926 0.12221 0.09526
COSMOS-Web 5.0000 9.62362 -3.38989 0.12915 0.09942
COSMOS-Web 5.0000 9.87362 -3.69827 0.13816 0.10465
COSMOS-Web 5.0000 10.12362 -4.02939 0.15129 0.11199
COSMOS-Web 5.0000 10.37362 -4.28028 0.16878 0.12124
COSMOS-Web 5.0000 10.62362 -4.34859 0.18513 0.12939
COSMOS-Web 5.0000 10.87362 -4.60575 0.22828 0.14886
COSMOS-Web 5.0000 11.12362 -5.11765 0.33962 0.18823
COSMOS-Web 5.0000 11.37362 -5.54363 0.54103 0.23358
COSMOS-Web 5.0000 11.62362 -5.71972 0.79785 0.26499
COSMOS-Web 5.0000 11.87362 -6.02075 0.00000 0.33492
COSMOS-Web 6.0000 8.70510 -3.14915 0.12307 0.09578
COSMOS-Web 6.0000 8.95510 -3.20791 0.12893 0.09929
COSMOS-Web 6.0000 9.20510 -3.42915 0.13662 0.10377
COSMOS-Web 6.0000 9.45510 -3.62105 0.14541 0.10875
COSMOS-Web 6.0000 9.70510 -3.93848 0.15827 0.11575
COSMOS-Web 6.0000 9.95510 -4.27314 0.17981 0.12679
COSMOS-Web 6.0000 10.20510 -4.62982 0.21971 0.14521
COSMOS-Web 6.0000 10.45510 -5.12685 0.34351 0.18938
COSMOS-Web 6.0000 10.70510 -4.89310 0.34955 0.19113
COSMOS-Web 6.0000 10.95510 -5.27336 0.49671 0.22566
COSMOS-Web 6.0000 11.20510 -5.37028 0.89158 0.27222
COSMOS-Web 7.0000 8.81213 -3.24728 0.14662 0.10942
COSMOS-Web 7.0000 9.06213 -3.53477 0.15663 0.11487
COSMOS-Web 7.0000 9.31213 -3.65828 0.16646 0.12004
COSMOS-Web 7.0000 9.56213 -4.01390 0.18338 0.12854
COSMOS-Web 7.0000 9.81213 -4.27029 0.20987 0.14089
COSMOS-Web 7.0000 10.06213 -4.66868 0.27912 0.16853
COSMOS-Web 7.0000 10.31213 -5.14615 0.42753 0.21121
COSMOS-Web 7.0000 10.56213 -5.44751 0.67690 0.25275
COSMOS-Web 7.0000 10.81213 -5.44781 0.87248 0.27088
COSMOS-Web 7.0000 11.06213 -5.22595 0.56498 0.23747
COSMOS-Web 7.0000 11.31213 -5.92497 0.00000 0.35728
COSMOS-Web 7.0000 11.56213 -5.62394 0.00000 0.33734
COSMOS-Web 7.0000 11.81213 -5.92496 0.00000 0.42030
COSMOS-Web 8.0000 8.83213 -3.38903 0.17481 0.12430
COSMOS-Web 8.0000 9.08213 -3.58085 0.18622 0.12991
COSMOS-Web 8.0000 9.33213 -3.76013 0.19967 0.13627
COSMOS-Web 8.0000 9.58213 -4.11344 0.22041 0.14551
COSMOS-Web 8.0000 9.83213 -4.44755 0.25258 0.15866
COSMOS-Web 8.0000 10.08213 -5.10101 0.38601 0.20109
COSMOS-Web 8.0000 10.33213 -5.57859 0.81646 0.26656
COSMOS-Web 8.0000 10.58213 -5.57858 0.92822 0.27463
COSMOS-Web 8.0000 10.83213 -5.57859 1.08126 0.28264
COSMOS-Web 8.0000 11.33213 -5.87955 0.00000 0.34990
COSMOS-Web 9.2500 8.88705 -3.94476 0.23088 0.14994
COSMOS-Web 9.2500 9.13705 -4.38601 0.25877 0.16104
COSMOS-Web 9.2500 9.38705 -4.58365 0.28666 0.17119
COSMOS-Web 9.2500 9.63705 -4.67977 0.31302 0.18002
COSMOS-Web 9.2500 9.88705 -5.00254 0.38233 0.20013
COSMOS-Web 9.2500 10.13705 -5.40055 0.57868 0.23959
COSMOS-Web 9.2500 10.38705 -5.52527 0.90094 0.27286
COSMOS-Web 9.2500 10.63705 -6.00265 0.00000 0.36759
COSMOS-Web 11.0000 8.90436 -4.82372 0.38951 0.20199
COSMOS-Web 11.0000 9.20436 -5.42901 0.54098 0.23357
COSMOS-Web 11.0000 9.50436 -5.43477 0.59511 0.24204
COSMOS-Web 11.0000 9.80436 -6.13699 0.00000 0.34215
Harvey+24 7.0000 8.12500 -2.34291 0.10248 0.08594
Harvey+24 7.0000 8.87500 -3.13566 0.10326 0.09183
Harvey+24 7.0000 9.62500 -3.88105 0.16782 0.14908
Harvey+24 7.0000 10.37500 -4.38324 0.35410 0.24495
Harvey+24 7.0000 11.12500 -5.45202 0.00000 0.55910
Harvey+24 8.0000 8.12500 -2.81940 0.10725 0.09091
Harvey+24 8.0000 8.87500 -3.64735 0.12305 0.11600
Harvey+24 8.0000 9.62500 -4.58565 0.22997 0.23053
Harvey+24 9.0000 8.12500 -3.15304 0.13461 0.11167
Harvey+24 9.0000 8.87500 -4.19904 0.20507 0.20322
Harvey+24 9.0000 9.62500 -5.33128 0.00000 0.70624
Harvey+24 10.5000 8.12500 -3.40426 0.11273 0.09767
Harvey+24 10.5000 8.87500 -4.24478 0.15687 0.15196
Harvey+24 10.5000 9.62500 -5.57696 0.00000 0.67614
Harvey+24 12.5000 8.12500 -4.18416 0.31737 0.32305
Harvey+24 12.5000 8.87500 -4.81523 0.43429 0.40028
Stefanon+21 6.0000 7.80000 -1.64782 0.07802 0.07433
Stefanon+21 6.0000 8.20000 -1.79860 0.06152 0.05867
Stefanon+21 6.0000 8.60000 -2.36754 0.06426 0.05951
Stefanon+21 6.0000 9.00000 -2.59688 0.06466 0.06077
Stefanon+21 6.0000 9.40000 -3.10513 0.08531 0.07594
Stefanon+21 6.0000 9.80000 -3.30715 0.12230 0.10580
Stefanon+21 6.0000 10.20000 -3.99568 0.18478 0.15404
Stefanon+21 6.0000 10.60000 -5.22113 0.85460 0.51823
Stefanon+21 7.0000 7.75000 -2.14448 0.12798 0.12403
Stefanon+21 7.0000 8.25000 -2.40450 0.07567 0.07008
Stefanon+21 7.0000 8.70000 -2.87943 0.08715 0.08082
Stefanon+21 7.0000 9.10000 -3.11351 0.09340 0.08525
Stefanon+21 7.0000 9.50000 -3.49757 0.12222 0.10610
Stefanon+21 7.0000 9.90000 -3.77469 0.16461 0.13830
Stefanon+21 7.0000 10.30000 -4.98297 0.87091 0.51953
Stefanon+21 8.0000 7.90000 -2.37779 0.18446 0.17367
Stefanon+21 8.0000 8.40000 -3.05012 0.11546 0.10703
Stefanon+21 8.0000 8.90000 -3.44855 0.13481 0.12524
Stefanon+21 8.0000 9.35000 -3.95468 0.20647 0.17999
Stefanon+21 8.0000 9.75000 -4.22841 0.25439 0.21159
Stefanon+21 8.0000 10.15000 -5.14813 0.87874 0.51883
Stefanon+21 9.0000 7.50000 -2.53611 0.28205 0.25294
Stefanon+21 9.0000 8.25000 -3.43533 0.29515 0.25488
Stefanon+21 9.0000 8.75000 -4.13194 0.18501 0.16777
Stefanon+21 9.0000 9.50000 -5.11691 0.49040 0.36733
Stefanon+21 10.0000 7.65000 -2.92082 0.45593 0.36486
Stefanon+21 10.0000 8.25000 -4.57840 0.34972 0.29607
Stefanon+21 10.0000 8.75000 -5.05948 0.78518 0.51721
Navarro-Carrera+23 6.0000 8.12500 -1.91721 0.25028 0.15776
Navarro-Carrera+23 6.0000 8.37500 -1.89620 0.24647 0.15627
Navarro-Carrera+23 6.0000 8.62500 -2.06048 0.23195 0.15039
Navarro-Carrera+23 6.0000 8.87500 -2.18709 0.29440 0.17386
Navarro-Carrera+23 6.0000 9.12500 -2.60206 0.39794 0.20412
Navarro-Carrera+23 6.0000 9.37500 -2.69897 0.39794 0.20412
Navarro-Carrera+23 6.0000 9.62500 -3.00000 0.69897 0.25527
Navarro-Carrera+23 7.0000 8.37500 -2.53760 0.50816 0.22780
Navarro-Carrera+23 7.0000 8.62500 -2.74473 0.41017 0.20713
Navarro-Carrera+23 7.0000 8.87500 -2.65758 0.56427 0.23736
Navarro-Carrera+23 7.0000 9.12500 -3.15490 0.00000 0.30103
Navarro-Carrera+23 7.0000 9.37500 -3.04576 0.95424 0.27621
Navarro-Carrera+23 7.0000 9.62500 -3.09691 0.00000 0.30103
Navarro-Carrera+23 8.0000 8.25000 -2.95861 0.56427 0.23736
Navarro-Carrera+23 8.0000 8.75000 -3.39794 0.60206 0.24304
Navarro-Carrera+23 8.0000 9.25000 -4.00000 0.00000 0.30103
Weibel+24 6.0000 8.25000 -2.24000 0.17000 0.12000
Weibel+24 6.0000 8.75000 -2.65000 0.11000 0.09000
Weibel+24 6.0000 9.25000 -3.26000 0.15000 0.11000
